"","name","position","points","total_rebounds","assists","steals","blocks","MFG","MFT","TO","games","EFF","salary"
"238","Beno Udrih","PG",158,63,90,11,0,-86,-2,-42,36,2.11686952200654,2170465
"239","Briante Weber","PG",2,1,1,0,0,0,0,0,1,0.524671472594938,43243
"240","Chris Andersen","C",13,9,3,1,3,-6,-1,-2,7,1.18442731858097,5e+06
"241","Chris Bosh","PF",1010,390,128,36,34,-409,-55,-78,53,7.72760822605804,22192730
"242","Dwyane Wade","SG",1409,302,344,79,42,-643,-84,-203,74,9.32125885808703,2e+07
"243","Gerald Green","SG",616,163,56,38,19,-357,-20,-46,69,3.78994186140668,1356000
"244","Goran Dragic","PG",1018,277,419,71,17,-458,-45,-185,72,6.05743780213785,14780000
"245","Hassan Whiteside","C",1040,865,30,44,269,-269,-115,-137,73,7.46571834732721,981348
"246","James Ennis","SF",0,0,1,0,0,0,0,0,3,0.0993375154775051,919623
"247","Jarnell Stokes","C",7,2,1,1,0,-2,-1,0,5,0.576409239452038,845059
"248","Joe Johnson","SF",321,68,86,21,2,-121,-8,-43,24,5.14619765164273,25309344
"249","Josh McRoberts","PF",150,105,81,18,7,-93,-12,-30,42,2.96041748880421,525093
"250","Josh Richardson","SG",341,107,73,36,25,-149,-21,-35,52,3.90405400712895,6899000
"251","Justise Winslow","SF",502,403,117,68,26,-267,-37,-95,78,4.32446967431479,1842000
"252","Luol Deng","PF",911,443,140,74,29,-406,-47,-81,74,6.00305737393232,2814000
"253","Mario Chalmers","PG",33,14,19,8,1,-22,-1,-9,6,3.73751093189728,3741480
"254","Tyler Johnson","SG",314,109,79,24,14,-125,-13,-47,36,4.74341282054239,845059
"255","Udonis Haslem","PF",59,75,14,5,2,-38,-4,-5,37,1.09271393913972,2854940
"256","Chris Copeland","PF",50,10,11,2,0,-34,-1,-6,24,0.903678862225231,1100000
"257","Damien Inglis","SF",36,31,10,6,3,-24,-1,-11,20,1.4048047721506,855000
"258","Giannis Antetokounmpo","PG",1350,612,345,94,113,-500,-113,-208,80,9.33635418034923,1953960
"259","Greg Monroe","C",1210,696,178,72,67,-450,-80,-129,79,6.75856480800154,16400000
"260","Greivis Vasquez","PG",130,47,91,10,0,-93,-4,-40,23,3.11948540613381,6600000
"261","Jabari Parker","PF",1070,395,130,69,29,-456,-53,-116,76,6.29289062711987,5152440
"262","Jerryd Bayless","SG",541,141,163,47,11,-252,-20,-73,52,5.21718561951319,3e+06
"263","John Henson","C",397,221,54,18,109,-127,-48,-64,57,3.98020460021975,981000
"264","Johnny O'Bryant","PF",200,176,32,18,8,-123,-13,-31,66,1.97234381501343,1035000
"265","Khris Middleton","SG",1434,302,331,131,19,-635,-35,-180,79,7.97229251123491,2870000
"266","Michael Carter-Williams","PG",623,276,281,80,41,-304,-56,-153,54,7.51097510698913,6331404
"267","Miles Plumlee","C",314,232,16,21,50,-93,-25,-40,61,2.52084922538262,5500000
"268","O.J. Mayo","SG",321,105,118,48,8,-202,-9,-72,41,5.1392850485489,1.1e+07
"269","Rashad Vaughn","SG",217,88,39,29,16,-185,-3,-28,70,2.05447211095326,1499187
"270","Steve Novak","PF",7,1,0,0,0,-4,0,0,3,0.44946418892337,4166886
"271","Tyler Ennis","PG",206,75,95,25,1,-103,-9,-46,46,2.23665429006686,1662360
"272","Adreian Payne","PF",132,111,29,16,11,-92,-9,-36,52,2.09446368724973,1938840
"273","Andrew Wiggins","SF",1675,292,164,78,46,-700,-135,-182,81,7.70987750515213,5758680
"274","Damjan Rudez","SF",75,20,11,3,1,-37,0,-13,33,0.821805709660668,1149500
"275","Gorgui Dieng","C",827,585,143,94,96,-271,-43,-140,82,5.8137823896602,1474440
"276","Greg Smith","PF",43,42,6,4,1,-14,-10,-7,18,1.80509531417268,247623
"277","Karl-Anthony Towns","C",1503,857,161,58,138,-528,-52,-183,82,7.64648663106278,16500000
"278","Kevin Garnett","PF",122,150,62,28,10,-61,-7,-16,38,3.04664219515235,19500000
"279","Nemanja Bjelica","PF",308,210,83,26,21,-125,-15,-47,60,3.17873164736895,1.3e+07
"280","Nikola Pekovic","C",54,21,11,1,0,-31,-4,-9,12,1.99374791163284,11250000
"281","Ricky Rubio","PG",766,326,658,162,10,-367,-48,-193,76,6.75073128128496,1e+06
"282","Shabazz Muhammad","SF",863,267,52,24,7,-364,-57,-70,82,3.51629107510278,1294440
"283","Tayshaun Prince","SF",221,147,73,36,13,-127,-6,-27,77,1.80499884703741,1499187
"284","Tyus Jones","PG",156,47,108,31,3,-100,-11,-33,37,2.63939669306615,1282080
"285","Zach LaVine","SG",1150,228,251,69,17,-526,-42,-155,82,6.01801581825445,2148360
"286","Alexis Ajinca","C",352,269,31,19,36,-165,-10,-54,59,2.93764071391445,4300000
"287","Alonzo Gee","SF",325,245,72,63,13,-123,-22,-55,73,2.90718885050967,1375000
"288","Anthony Davis","PF",1481,627,116,78,125,-576,-104,-121,61,11.2376836725398,7070730
"289","Bryce Dejean-Jones","SG",79,48,15,10,2,-41,-10,-11,14,4.03941045369861,281659
"290","Dante Cunningham","SF",484,236,77,42,33,-226,-25,-41,80,2.91941103256854,3e+06
"291","Eric Gordon","SG",686,99,121,43,14,-321,-14,-73,45,5.84639606172173,15514031
"292","Jordan Hamilton","SF",125,62,25,8,3,-67,-7,-17,11,5.52843534329404,4e+06
"293","Jrue Holiday","PG",1089,195,391,88,22,-525,-34,-167,65,6.57288466544495,3132240
"294","Kendrick Perkins","C",91,128,31,11,11,-35,-14,-41,37,2.31807680747194,11235955
"295","Luke Babbitt","SF",327,148,53,11,7,-167,-11,-23,47,2.68531931869139,10151612
"296","Nate Robinson","PG",0,0,4,1,0,-1,0,0,2,0.704648144505736,352750
"297","Norris Cole","PG",477,151,167,37,5,-288,-13,-75,45,4.50834213779756,8e+06
"298","Omer Asik","C",269,414,26,21,23,-91,-51,-60,68,2.69336324463725,3e+06
"299","Orlando Johnson","SG",10,6,2,1,0,-13,-1,-3,5,1.6576096697862,4662960
"300","Ryan Anderson","PF",1124,396,73,38,25,-532,-29,-90,66,6.09967079726538,769431
"301","Toney Douglas","PG",531,143,157,70,5,-262,-15,-64,61,3.57295370247025,1764858
"302","Tyreke Evans","SG",379,129,164,32,8,-178,-19,-73,25,9.13462783466446,11227000
"303","Arron Afflalo","SG",909,266,144,25,10,-445,-21,-82,71,4.82565913879373,8e+06
"304","Carmelo Anthony","SF",1573,556,299,62,38,-740,-69,-176,72,8.84525448160044,22875000
"305","Cleanthony Early","SF",31,26,6,2,3,-28,-1,-9,17,1.31271799234756,845059
"306","Derrick Williams","SF",746,296,75,29,9,-311,-62,-61,80,3.63160619057223,4900000
"307","Jerian Grant","PG",426,143,177,50,10,-237,-27,-87,76,2.94019611720997,1572360
"308","Jimmer Fredette","SG",7,0,0,0,0,0,-1,-1,2,1.0061695610361,622254
"309","Jose Calderon","PG",544,229,299,63,7,-246,-6,-87,72,3.6118551800267,1140240
"310","Kevin Seraphin","C",187,126,47,8,36,-121,-4,-43,48,2.52017463447522,1131960
"311","Kristaps Porzingis","PF",1028,526,93,53,134,-513,-39,-121,72,7.51506193395929,1142879
"312","Kyle O'Quinn","PF",309,250,72,20,49,-142,-14,-61,65,3.3615434330652,5e+06
"313","Lance Thomas","PF",484,131,53,22,7,-213,-17,-57,59,3.24479848590159,845059
"314","Langston Galloway","PG",625,288,207,77,22,-357,-28,-61,82,3.88403152891651,1155600
"315","Lou Amundson","PF",52,49,12,6,7,-34,-13,-15,29,1.86353739674295,7e+06
"316","Robin Lopez","C",842,602,114,16,129,-305,-33,-133,82,4.92919468036325,1348440
"317","Sasha Vujacic","SG",296,149,84,34,5,-171,-7,-44,61,2.88334613348552,420012
"318","Thanasis Antetokounmpo","SF",6,1,0,0,0,-1,0,0,2,0.370370834461896,105888
"319","Andre Roberson","SG",337,251,47,53,42,-138,-21,-35,70,3.93697052533817,1210800
"320","Anthony Morrow","SG",380,62,24,22,5,-197,-10,-17,68,1.82434819029086,3344000
"321","Cameron Payne","PG",283,85,108,36,6,-164,-5,-44,57,2.29478547219984,2021520
"322","D.J. Augustin","PG",142,43,66,13,2,-75,-8,-30,34,2.03356149571872,3e+06
"323","Dion Waiters","SG",762,202,154,81,15,-424,-45,-120,78,5.26597039516253,5138430
"324","Enes Kanter","C",1038,664,33,26,33,-305,-51,-115,82,4.34955184052657,16400000
"325","Josh Huestis","PF",14,10,0,1,2,-7,-4,-3,5,2.36229400247692,5543725
"326","Kevin Durant","SF",2029,589,361,69,85,-683,-51,-250,72,10.3506519944931,8500000
"327","Kyle Singler","SF",231,141,24,30,9,-135,-15,-32,68,1.88712862495088,14746000
"328","Mitch McGary","PF",26,18,3,1,2,-12,-6,-7,20,1.01499738477102,2100000
"329","Nazr Mohammed","C",8,4,0,0,0,-2,0,-3,5,0.646572627963613,4e+06
"330","Nick Collison","PF",123,171,52,15,16,-59,-10,-50,59,2.2456037355975,5219169
"331","Randy Foye","SG",151,51,49,13,13,-97,-5,-28,27,3.79938676802475,1733040
"332","Russell Westbrook","PG",1878,626,834,163,20,-788,-108,-342,80,10.7513053219913,8500000
"333","Serge Ibaka","PF",983,533,66,38,148,-453,-30,-108,78,6.37555198750431,1599840
"334","Steven Adams","C",636,533,62,42,89,-165,-82,-84,80,4.14573045032756,2279040
"335","Aaron Gordon","PF",719,507,128,59,55,-305,-64,-66,78,5.46610187466335,4171680
"336","Andrew Nicholson","PF",384,201,25,10,22,-164,-14,-41,56,2.88851045805401,2380594
"337","C.J. Watson","PG",142,66,88,19,5,-90,-5,-25,33,2.55356530317064,5e+06
"338","Devyn Marble","SG",60,38,12,13,1,-50,-14,-7,28,2.00139258108603,845059
"339","Dewayne Dedmon","C",255,228,13,22,46,-78,-19,-32,58,2.3649931905798,947278
"340","Elfrid Payton","PG",778,261,468,89,20,-412,-78,-177,73,6.26964364986314,2505720
"341","Evan Fournier","SF",1213,225,213,96,2,-500,-39,-133,79,5.4927566087521,2288205
"342","Jason Smith","C",546,219,62,33,65,-259,-13,-57,76,3.18049748415763,4300000
"343","Keith Appling","PG",6,1,1,1,0,-6,0,-3,5,0.684767630243077,2165160
"344","Mario Hezonja","SF",478,176,109,39,17,-237,-5,-97,79,2.88861463603588,845059
"345","Nikola Vucevic","C",1181,576,179,53,70,-513,-37,-123,65,7.56708363097855,2637720
"346","Shabazz Napier","PG",203,55,97,23,1,-133,-12,-46,55,1.87552065329206,1500000
"347","Victor Oladipo","SG",1153,345,282,116,54,-545,-42,-153,72,8.78570980337039,5192520
"348","Carl Landry","PF",351,146,32,12,9,-111,-24,-22,36,3.69139380437959,6500000
"349","Christian Wood","PF",61,38,3,5,7,-31,-8,-2,17,2.0653634190846,305789
"350","Elton Brand","C",70,63,18,9,8,-41,-1,-11,17,2.75770923845512,890693
"351","Hollis Thompson","SG",758,272,99,36,24,-410,-27,-76,77,4.55379461162807,947276
"352","Isaiah Canaan","SG",846,174,137,56,12,-462,-30,-91,77,4.6034705526694,947276
"353","Ish Smith","PG",733,213,348,64,18,-440,-44,-130,50,7.2847839418863,1100602
"354","Jahlil Okafor","C",928,373,65,22,61,-384,-61,-124,53,6.72846783346656,4582680
"355","JaKarr Sampson","SF",240,129,30,11,16,-116,-35,-51,47,3.08280684839007,1130548
"356","Jerami Grant","SF",749,361,135,54,127,-348,-110,-110,77,6.53034540001853,845059
"357","Kendall Marshall","PG",111,28,73,16,2,-75,-4,-43,30,2.282755275207,1499200
"358","Nerlens Noel","C",747,542,122,118,100,-281,-93,-158,67,7.67800460228688,3750000
"359","Nik Stauskas","SG",617,183,138,44,20,-335,-27,-94,73,4.43631386980789,1300000
"360","Phil Pressey","PG",55,23,46,11,1,-34,-9,-19,14,3.13817843614788,981348
"361","Richaun Holmes","PF",287,135,33,19,40,-108,-23,-32,51,3.1623579540447,12365000
"362","Robert Covington","SF",858,419,97,105,40,-438,-37,-143,67,6.63264745614896,981348
"363","Sonny Weems","SF",17,12,2,0,0,-14,-1,-4,7,1.30004178467824,2800000
"364","T.J. McConnell","PG",493,250,367,95,10,-246,-15,-140,81,4.02094476748993,525093
"365","Tony Wroten","PG",67,21,20,3,0,-43,-17,-29,8,5.61263022970996,2346760
"366","Alan Williams","PF",29,38,5,4,5,-14,-5,-6,10,2.81922864572358,114285
"367","Alex Len","C",703,594,97,38,62,-360,-65,-145,78,5.17685340043367,3807120
"368","Archie Goodwin","PG",505,142,118,27,13,-246,-63,-100,57,4.25276455762933,1160160
"369","Brandon Knight","SG",1018,202,263,61,20,-524,-27,-177,52,9.10963071922895,1.2e+07
"370","Cory Jefferson","PF",22,16,0,0,1,-13,-2,0,8,1.09459863735248,421449
"371","Devin Booker","SG",1048,187,200,44,20,-500,-41,-160,76,5.83199786470258,2127840
"372","Eric Bledsoe","PG",632,125,190,63,19,-269,-34,-110,31,8.81247439400549,13086957
"373","Jon Leuer","PF",567,373,72,38,30,-242,-24,-75,67,4.4341261176771,5e+06
"374","Lorenzo Brown","PG",20,7,11,3,1,-17,-1,-9,8,1.83356661173669,1650000
"375","Mirza Teletovic","PF",965,302,89,32,21,-445,-35,-84,79,4.5460285854799,1463040
"376","P.J. Tucker","SF",652,512,177,106,20,-343,-36,-111,82,5.21574030631651,981348
"377","Ronnie Price","PG",331,99,147,74,13,-186,-10,-70,62,3.14676657373009,15500000
"378","T.J. Warren","SF",515,147,44,37,16,-220,-19,-32,47,3.8422861043508,2041080
"379","Tyson Chandler","C",472,576,64,36,44,-131,-65,-93,66,4.38724155414083,1.3e+07
"380","Al-Farouq Aminu","SF",839,499,138,72,53,-420,-41,-120,82,5.45301350500198,7500000
"381","Allen Crabbe","SG",832,216,99,63,16,-367,-15,-64,81,3.99180644229962,947276
"382","C.J. McCollum","SG",1666,259,341,97,23,-790,-39,-196,80,8.12895842394776,2525160
"383","Chris Kaman","C",44,24,11,1,1,-23,0,-8,16,1.28677571176992,5e+06
"384","Cliff Alexander","PF",10,6,0,1,2,-5,0,-1,8,0.703937904419729,525093
"385","Damian Lillard","PG",1879,302,512,65,28,-856,-50,-242,75,8.00987471570883,4236287
"386","Ed Davis","PF",526,599,88,57,72,-131,-90,-64,81,5.12605162964928,7e+06
"387","Gerald Henderson","SG",624,211,75,39,19,-297,-34,-68,72,4.14390969414392,6e+06
"388","Luis Montero","SG",14,4,1,0,0,-14,-1,-4,12,0.629762709585017,3e+06
"389","Mason Plumlee","C",749,628,226,68,85,-250,-120,-154,82,6.15552587071446,3542500
"390","Maurice Harkless","SF",498,280,67,49,35,-216,-42,-62,78,3.47696196525756,1499187
"391","Meyers Leonard","PF",511,314,92,8,18,-240,-11,-77,61,3.94603552803786,306527
"392","Noah Vonleh","PF",283,305,30,27,26,-161,-13,-50,78,2.52441520639074,650000
"393","Pat Connaughton","SG",36,32,10,2,0,-36,0,-10,34,0.778702839606968,6500000
"394","Tim Frazier","PG",51,39,42,10,1,-40,-7,-27,35,1.39595599574879,989216
"395","Ben McLemore","SG",531,148,79,52,10,-260,-29,-99,68,4.06201929403576,3156600
"396","Caron Butler","SF",63,22,10,9,1,-34,-2,-3,17,1.5894797457842,1499187
"397","Darren Collison","PG",1035,169,318,76,4,-399,-32,-130,74,4.59042069712141,5013559
"398","DeMarcus Cousins","C",1748,747,214,101,92,-731,-187,-249,65,12.2368363031176,14728844
"399","Duje Dukan","SF",6,4,1,1,0,-8,0,0,1,3.38810311830276,525093
"400","Eric Moreland","PF",8,11,1,0,4,-3,-2,-3,8,1.22218278153675,845059
"401","James Anderson","SG",179,86,41,21,14,-111,-7,-42,51,2.58089988537772,1015421
"402","Kosta Koufos","C",529,423,33,40,70,-208,-47,-48,78,3.36209437800828,350000
"403","Marco Belinelli","SG",696,117,127,37,2,-390,-23,-80,68,3.98259986211626,5e+06
"404","Omri Casspi","SF",813,410,95,56,17,-323,-56,-94,69,5.24631508955985,111444
"405","Quincy Acy","PF",307,188,27,29,24,-95,-18,-27,59,2.67543697677745,1148640
"406","Rajon Rondo","PG",859,435,839,141,10,-427,-63,-278,72,8.51600021272005,1e+06
"407","Rudy Gay","SF",1204,456,120,100,51,-541,-56,-139,70,7.37818840647489,1175880
"408","Seth Curry","PG",299,60,67,22,3,-122,-9,-36,44,2.27073534171985,2056920
"409","Willie Cauley-Stein","C",463,352,37,48,66,-148,-44,-46,66,3.68499507564314,3398280
"410","Andre Miller","PG",56,27,29,7,0,-25,-4,-12,13,2.34479168488418,1896031
"411","Boban Marjanovic","C",297,194,21,12,23,-69,-27,-29,54,2.16467358008817,1200000
"412","Boris Diaw","PF",485,233,176,26,21,-181,-20,-97,76,3.76898127530736,7e+06
"413","Danny Green","SG",572,303,141,79,64,-350,-12,-75,79,5.43554154727712,1e+07
"414","David West","PF",554,309,143,44,55,-204,-17,-68,78,4.05042777293747,1499000
"415","Jonathon Simmons","SG",331,96,58,24,5,-120,-23,-53,55,2.93295132768425,1404600
"416","Kawhi Leonard","SF",1523,493,186,128,71,-539,-42,-105,72,7.91045316316872,161776
"417","Kevin Martin","SG",99,29,12,9,2,-55,-2,-13,16,2.84435092899637,2800000
"418","Kyle Anderson","SF",350,244,123,60,29,-157,-21,-59,78,3.14218611343187,5746479
"419","LaMarcus Aldridge","PF",1331,632,110,38,81,-509,-43,-99,74,7.03330248498085,9e+06
"420","Manu Ginobili","SG",555,146,177,66,11,-238,-21,-99,58,5.25155595514361,19700000
"421","Matt Bonner","C",76,27,9,6,1,-28,-1,-3,30,0.872884616923608,1147280
"422","Patrick Mills","PG",690,158,226,59,6,-352,-11,-76,81,3.08574271702996,6268675
"423","Rasual Butler","SF",124,56,24,13,23,-55,-5,-8,46,1.52070146748309,1e+06
"424","Ray McCallum","PG",68,31,33,5,4,-40,-1,-11,31,1.17582315663926,3950313
"425","Tim Duncan","C",522,447,163,47,78,-226,-39,-90,61,5.68970635222007,5e+06
"426","Tony Parker","PG",857,176,379,54,11,-360,-41,-131,72,4.68769642715427,13437500
"427","Anthony Bennett","PF",28,23,0,5,0,-19,-1,-4,19,0.926208186605167,4597276
"428","Bismack Biyombo","C",454,655,29,19,133,-132,-84,-71,82,3.73114686825816,3e+06
"429","Bruno Caboclo","SF",3,2,1,2,1,-11,0,-4,6,1.12120298243239,1524000
"430","Cory Joseph","SG",677,210,250,63,20,-328,-41,-102,80,4.98310621357027,7e+06
"431","Delon Wright","PG",103,37,31,8,3,-44,-9,-16,27,1.81789279062414,1509360
"432","DeMar DeRozan","SG",1830,349,315,81,21,-763,-98,-175,78,9.12226448449512,9500000
"433","DeMarre Carroll","SF",286,122,27,44,6,-165,-20,-28,26,5.52387700888356,13500000
"434","James Johnson","PF",287,126,67,29,33,-126,-29,-54,57,3.50861368210291,2500000
"435","Jason Thompson","C",87,80,10,8,12,-34,-4,-8,19,2.44433820823604,6760205
"436","Jonas Valanciunas","C",768,547,42,25,80,-233,-51,-85,60,5.27283413319503,525093
"437","Kyle Lowry","PG",1634,365,494,158,34,-686,-93,-225,77,8.73315588750077,3750000
"438","Lucas Nogueira","C",65,46,7,12,12,-16,-7,-11,29,1.49149964713056,525093
"439","Luis Scola","PF",664,360,66,46,27,-329,-23,-68,76,4.1497350919661,1100000
"440","Norman Powell","SG",273,111,47,29,10,-132,-10,-32,49,3.02560826871174,3036927
"441","Patrick Patterson","PF",543,342,94,53,32,-289,-5,-65,79,3.78136028801426,7448760
"442","Terrence Ross","SF",720,185,56,54,25,-356,-13,-46,73,3.36922989953027,3553917
"443","Alec Burks","SG",412,109,63,18,4,-197,-35,-51,31,6.09165000974455,9213484
"444","Chris Johnson","SF",205,132,45,32,20,-122,-8,-40,70,1.9528738795034,981348
"445","Derrick Favors","PF",1016,503,94,74,91,-393,-74,-104,62,8.50664603193122,11933333
"446","Elijah Millsap","SG",36,35,19,7,3,-28,-5,-9,20,2.09630855861568,362878
"447","Erick Green","PG",13,5,2,1,0,-7,0,0,6,0.662585160250268,199418
"448","Gordon Hayward","SF",1578,397,296,95,27,-681,-84,-202,80,7.96793539844215,15409570
"449","J.J. O'Brien","SF",0,1,0,1,0,-1,0,0,2,0.529861131949646,105888
"450","Jeff Withey","C",217,173,20,21,53,-75,-16,-28,51,2.51938750565746,947276
"451","Joe Ingles","SF",342,151,96,55,4,-167,-5,-65,81,2.28871844928394,2250000
"452","Raul Neto","PG",476,120,174,62,2,-238,-18,-109,81,2.69777530174684,1058720
"453","Rodney Hood","SG",1149,267,213,73,16,-564,-28,-125,79,5.97731366820642,6500000
"454","Rudy Gobert","C",557,668,91,45,135,-156,-122,-114,61,6.69333935073952,816482
"455","Tibor Pleiss","C",24,15,2,1,2,-14,0,-8,12,1.13579241655386,3e+06
"456","Trevor Booker","PF",463,452,84,59,41,-198,-35,-81,79,4.31875115512723,4775000
"457","Trey Burke","PG",679,112,148,35,6,-372,-15,-80,64,3.39665370317882,2658240
"458","Trey Lyles","PF",488,299,59,26,18,-245,-25,-65,80,3.11631520483703,2239800
"459","Alan Anderson","SG",65,27,14,4,1,-38,-4,-2,13,2.43504938562776,4e+06
"460","Bradley Beal","SG",958,188,162,54,11,-440,-41,-112,55,7.05780165573439,5694674
"461","DeJuan Blair","C",61,57,11,8,2,-40,-8,-15,29,1.50317129833086,2e+06
"462","Drew Gooden","PF",82,85,13,8,11,-70,-5,-13,30,2.15225416534972,3300000
"463","Garrett Temple","SF",582,212,140,69,18,-304,-34,-64,80,3.66200591497254,1100602
"464","Gary Neal","SG",390,83,47,20,1,-174,-8,-29,40,3.23980995482126,2100000
"465","J.J. Hickson","C",69,45,7,5,2,-21,-25,-9,15,2.4882139768384,5979837
"466","Jared Dudley","PF",638,286,170,75,18,-254,-26,-80,81,4.42053010217082,4250000
"467","Jarell Eddie","SF",63,23,5,5,1,-45,0,-1,26,0.83490491892703,561716
"468","John Wall","PG",1531,379,789,145,59,-777,-72,-318,77,10.049629414748,845059
"469","Kelly Oubre","SF",236,133,13,22,7,-121,-18,-34,63,1.87601916129954,1.2e+07
"470","Marcin Gortat","C",1012,741,106,47,96,-331,-61,-121,75,6.06001826603772,6333333
"471","Marcus Thornton","SG",118,35,19,13,1,-65,-5,-11,14,3.9805276652252,4300000
"472","Markieff Morris","PF",335,158,37,25,17,-153,-13,-45,27,6.19917844446111,3815000
"473","Nene Hilario","PF",525,259,97,54,26,-175,-78,-76,57,5.88862417499111,3457800
"474","Otto Porter","SF",871,391,120,105,32,-378,-31,-70,75,5.19061365125257,1201440
"475","Ramon Sessions","PG",810,203,239,46,5,-312,-69,-115,82,3.84743679772788,3270000
"476","Ryan Hollins","C",8,11,0,0,1,-3,0,-3,5,0.952008096756021,1724250
